Date,week,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,tem_CA,pre_CA,hits_CA,GFT_Canada
2009-07-05,2009 W27,816,2,818,6533,4592,16,11.2540119,0.120363095,4,1199
2009-07-12,2009 W28,706,0,706,6263,3785,9,11.37740476,0.124470238,5,1175
2009-07-19,2009 W29,600,2,602,6412,3727,10,11.72365476,0.13010119,5,1137
2009-07-26,2009 W30,509,0,509,5125,2255,8,14.46731548,0.092261905,4,1151
2009-08-02,2009 W31,234,0,234,4324,2142,4,14.26939881,0.109482143,3,973
2009-08-09,2009 W32,194,1,195,4640,2429,9,12.03841071,0.098238095,4,1015
2009-08-16,2009 W33,149,0,149,4414,2149,6,11.63138095,0.109059524,4,1121
2009-08-23,2009 W34,82,6,88,4333,2290,5,11.06748214,0.141,4,1309
2009-08-30,2009 W35,97,0,97,3364,2075,14,9.876297619,0.091041667,6,1584
2009-09-06,2009 W36,106,0,106,3501,2266,4,10.33068452,0.074267857,6,2071
2009-09-13,2009 W37,125,0,125,3803,2279,9,8.57260119,0.087577381,8,2621
2009-09-20,2009 W38,240,0,240,5324,2841,14,7.521404762,0.089333333,9,3360
2009-09-27,2009 W39,268,0,268,5212,3310,26,5.373910714,0.086238095,9,3718
2009-10-04,2009 W40,663,1,664,6492,3527,27,0.921910714,0.104482143,9,4154
2009-10-11,2009 W41,1503,1,1504,7282,4151,26,-2.273547619,0.086809524,13,5111
2009-10-18,2009 W42,4221,0,4221,15080,6454,39,-4.922113095,0.048095238,22,6799
2009-10-25,2009 W43,8039,2,8041,19936,8495,41,-5.445255952,0.077244048,54,9688
2009-11-01,2009 W44,8790,2,8792,21251,7007,53,-7.569875,0.110589286,34,9630
2009-11-08,2009 W45,7175,1,7176,17664,5045,51,-9.895654762,0.064065476,19,6504
2009-11-15,2009 W46,4291,1,4292,12414,4676,79,-8.747875,0.062565476,11,4316
2009-11-22,2009 W47,1957,0,1957,8195,3649,91,-10.58026786,0.06075,9,3055
2009-11-29,2009 W48,768,0,768,6142,3205,139,-9.967785714,0.070863095,7,2489
2009-12-06,2009 W49,300,1,301,4489,2765,158,-13.78325595,0.049386905,5,2134
2009-12-13,2009 W50,122,0,122,3421,2225,228,-22.40464286,0.036738095,4,2077
2009-12-20,2009 W51,46,1,47,2428,1936,199,-20.25141071,0.058583333,3,1957
2009-12-27,2009 W52,32,0,32,2457,1892,310,-16.74551786,0.050160714,3,2199
2010-01-03,2009 W53,40,1,41,3063,2086,341,-21.81761905,0.047160714,3,2176
2010-01-10,2010 W01,14,1,15,2535,2140,365,-20.90124405,0.043166667,2,1683
2010-01-17,2010 W02,7,1,8,2411,2181,475,-19.87114881,0.066636905,2,1695
2010-01-24,2010 W03,13,1,14,2317,2150,529,-17.80751786,0.033357143,2,1619
2010-01-31,2010 W04,10,0,10,2491,2377,599,-20.96160714,0.057416667,2,1757
2010-02-07,2010 W05,6,0,6,2559,2560,691,-20.48972619,0.02577381,2,1736
2010-02-14,2010 W06,6,0,6,2518,2684,759,-15.57375595,0.037636905,2,1717
2010-02-21,2010 W07,6,1,7,2764,2771,681,-12.782625,0.035303571,2,1751
2010-02-28,2010 W08,1,2,3,2561,2662,645,-15.68622024,0.039279762,2,1748
2010-03-07,2010 W09,4,3,7,2399,2357,474,-10.76103571,0.029059524,2,1725
2010-03-14,2010 W10,8,1,9,2359,2341,442,-8.888238095,0.032154762,1,1523
2010-03-21,2010 W11,6,1,7,2291,2291,420,-10.67705357,0.034190476,1,1404
2010-03-28,2010 W12,6,0,6,1879,2078,306,-13.66127976,0.054845238,1,1255
2010-04-04,2010 W13,5,1,6,1840,1936,271,-4.95772619,0.060952381,1,1160
2010-04-11,2010 W14,0,0,0,1652,1793,197,-4.733511905,0.065934524,1,1077
2010-04-18,2010 W15,2,0,2,1795,1897,166,-1.956958333,0.054863095,1,1005
2010-04-25,2010 W16,4,0,4,1518,1629,125,0.227630952,0.044589286,1,966
2010-05-02,2010 W17,2,0,2,1429,1514,106,0.367,0.08125,1,854
2010-05-09,2010 W18,0,1,1,1383,1501,94,-1.336464286,0.08485119,1,868
2010-05-16,2010 W19,2,1,3,1172,1224,48,2.272279762,0.05452381,1,833
2010-05-23,2010 W20,2,2,4,1114,1245,57,4.935577381,0.098166667,1,715
2010-05-30,2010 W21,0,0,0,959,1054,37,6.675755952,0.084071429,1,641
2010-06-06,2010 W22,1,0,1,979,1060,32,7.706880952,0.09939881,1,570
2010-06-13,2010 W23,0,0,0,1172,1082,25,8.390571429,0.087285714,1,592
2010-06-20,2010 W24,0,0,0,865,754,25,10.12454167,0.101392857,1,546
2010-06-27,2010 W25,8,0,8,1035,947,26,11.18167262,0.104994048,1,445
2010-07-04,2010 W26,1,1,2,977,914,19,12.1620119,0.131238095,1,561
2010-07-11,2010 W27,3,1,4,896,901,10,14.30220238,0.10877381,1,451
2010-07-18,2010 W28,0,0,0,816,776,12,13.714875,0.140702381,1,462
2010-07-25,2010 W29,2,1,3,743,708,6,13.81977381,0.10952381,1,481
2010-08-01,2010 W30,0,0,0,709,700,2,14.07795833,0.097845238,1,468
2010-08-08,2010 W31,2,0,2,711,675,1,13.46210714,0.118702381,1,442
2010-08-15,2010 W32,1,0,1,789,767,7,13.56245833,0.111625,1,506
2010-08-22,2010 W33,6,0,6,729,706,3,11.20580952,0.114255952,1,569
2010-08-29,2010 W34,2,0,2,932,953,10,10.76700595,0.10975,1,648
2010-09-05,2010 W35,0,1,1,903,913,10,9.551839286,0.136029762,1,857
2010-09-12,2010 W36,3,0,3,1059,1039,6,6.771107143,0.101404762,1,1121
2010-09-19,2010 W37,8,0,8,1278,1328,5,4.743827381,0.089952381,1,1409
2010-09-26,2010 W38,12,0,12,1504,1456,13,2.813130952,0.119880952,2,1519
2010-10-03,2010 W39,11,0,11,1602,1599,11,3.444732143,0.093434524,2,1552
2010-10-10,2010 W40,16,1,17,1596,1489,15,2.15047619,0.089065476,3,1486
2010-10-17,2010 W41,16,0,16,1567,1478,16,-0.534077381,0.075190476,3,1486
2010-10-24,2010 W42,13,1,14,1598,1506,19,-2.972904762,0.075345238,3,1419
2010-10-31,2010 W43,22,0,22,1787,1540,31,-4.947636905,0.093369048,4,1594
2010-11-07,2010 W44,38,4,42,1951,1581,39,-4.666392857,0.076154762,3,1613
2010-11-14,2010 W45,50,5,55,2111,1812,37,-7.380619048,0.050952381,3,1797
2010-11-21,2010 W46,102,9,111,2438,1874,70,-14.13318452,0.07277381,2,1815
2010-11-28,2010 W47,220,5,225,2728,2049,81,-14.0566131,0.07610119,2,1960
2010-12-05,2010 W48,312,12,324,3006,2171,122,-14.35942262,0.072666667,2,2174
2010-12-12,2010 W49,561,5,566,3586,2557,211,-20.28225,0.064309524,2,2526
2010-12-19,2010 W50,961,27,988,4453,2744,269,-16.93331548,0.091059524,2,3062
2010-12-26,2010 W51,1361,16,1377,5501,3039,344,-15.29074405,0.043845238,3,3816
2011-01-02,2010 W52,1781,31,1812,7090,3972,416,-18.42993452,0.05389881,4,3924
2011-01-09,2011 W01,1622,29,1651,7149,4194,419,-16.61136905,0.058291667,4,3448
2011-01-16,2011 W02,1358,47,1405,6812,4230,529,-21.58589881,0.04985119,3,3350
2011-01-23,2011 W03,1107,63,1170,6625,4258,634,-25.25220833,0.05475,2,3162
2011-01-30,2011 W04,1201,100,1301,6735,4607,800,-23.871625,0.044583333,2,2952
2011-02-06,2011 W05,1200,121,1321,6472,4445,848,-19.75017262,0.042178571,2,2735
2011-02-13,2011 W06,1046,107,1153,6224,4203,844,-22.52467262,0.04325,2,2307
2011-02-20,2011 W07,949,143,1092,6111,4248,789,-21.80324405,0.05035119,2,2313
2011-02-27,2011 W08,729,188,917,5754,4192,803,-21.30495238,0.035202381,2,2182
2011-03-06,2011 W09,639,202,841,5617,4031,728,-23.42670238,0.046482143,2,2023
2011-03-13,2011 W10,394,269,663,5076,3909,669,-19.70585119,0.066809524,1,1784
2011-03-20,2011 W11,288,232,520,4624,3473,594,-15.88934524,0.047452381,2,1665
2011-03-27,2011 W12,256,228,484,4239,3357,444,-12.06366667,0.030863095,1,1476
2011-04-03,2011 W13,191,250,441,4114,3236,462,-7.204446429,0.039583333,1,1348
2011-04-10,2011 W14,139,233,372,3580,2812,317,-8.271154762,0.05147619,1,1172
2011-04-17,2011 W15,56,160,216,3053,2496,228,-9.916410714,0.07397619,1,1097
2011-04-24,2011 W16,59,141,200,3189,2490,223,-7.876089286,0.047345238,1,1011
2011-05-01,2011 W17,41,92,133,2560,2000,153,-4.236178571,0.075357143,1,879
2011-05-08,2011 W18,28,59,87,2276,1778,101,-1.227202381,0.078422619,1,766
2011-05-15,2011 W19,17,36,53,1851,1618,69,1.317744048,0.077125,1,775
2011-05-22,2011 W20,15,29,44,1661,1504,74,4.943113095,0.054369048,1,683
2011-05-29,2011 W21,4,12,16,1449,1428,30,4.80402381,0.08639881,1,625
2011-06-05,2011 W22,1,4,5,1438,1400,37,6.118279762,0.110261905,1,606
2011-06-12,2011 W23,3,2,5,1218,1166,17,7.69422619,0.089672619,1,518
2011-06-19,2011 W24,1,1,2,1024,981,18,10.61403571,0.11239881,1,476
2011-06-26,2011 W25,1,1,2,793,741,10,11.59757143,0.119410714,1,410
2011-07-03,2011 W26,1,2,3,779,739,8,12.10715476,0.128666667,1,409
2011-07-10,2011 W27,1,0,1,752,763,8,13.14309524,0.118261905,1,354
2011-07-17,2011 W28,1,0,1,794,772,5,14.05157738,0.113488095,1,332
2011-07-24,2011 W29,2,0,2,695,692,5,13.40157738,0.126636905,1,243
2011-07-31,2011 W30,1,0,1,671,654,3,13.87498214,0.109607143,1,323
2011-08-07,2011 W31,2,0,2,749,724,1,14.17664286,0.090916667,1,180
2011-08-14,2011 W32,0,1,1,699,701,3,12.71130357,0.106458333,1,231
2011-08-21,2011 W33,1,1,2,762,758,7,11.16727381,0.13135119,1,211
2011-08-28,2011 W34,3,1,4,819,808,4,11.701875,0.115797619,1,238
2011-09-04,2011 W35,1,0,1,873,850,4,9.14164881,0.119714286,1,372
2011-09-11,2011 W36,2,1,3,1072,1104,5,9.501458333,0.079553571,1,476
2011-09-18,2011 W37,0,1,1,1186,1152,9,5.615863095,0.09125,1,764
2011-09-25,2011 W38,1,1,2,1425,1347,9,6.585571429,0.101482143,1,1030
2011-10-02,2011 W39,4,0,4,1419,1419,10,3.628184524,0.090119048,2,1120
2011-10-09,2011 W40,3,0,3,1455,1472,23,2.476297619,0.083083333,3,1248
2011-10-16,2011 W41,4,0,4,1850,1704,25,0.031988095,0.103654762,4,1467
2011-10-23,2011 W42,1,2,3,1891,1703,33,-3.213321429,0.077428571,4,1679
2011-10-30,2011 W43,9,1,10,1946,1695,38,-5.461761905,0.0635,4,1926
2011-11-06,2011 W44,9,2,11,2060,1852,58,-6.876321429,0.055815476,4,1919
2011-11-13,2011 W45,8,2,10,2342,2059,91,-8.997547619,0.077982143,3,1950
2011-11-20,2011 W46,18,3,21,2290,2079,106,-14.08228571,0.05647619,3,1957
2011-11-27,2011 W47,12,4,16,2499,2251,165,-14.87963095,0.073791667,2,1920
2011-12-04,2011 W48,17,2,19,2641,2346,250,-14.69605357,0.070327381,2,2035
2011-12-11,2011 W49,59,4,63,3008,2610,313,-16.14738095,0.050994048,2,2269
2011-12-18,2011 W50,66,12,78,3077,2648,375,-16.92292262,0.05347619,2,2450
2011-12-25,2011 W51,61,17,78,2901,2478,502,-17.43954167,0.049607143,2,2988
2012-01-01,2011 W52,87,28,115,3818,3196,547,-19.34552381,0.065315476,2,2816
2012-01-08,2012 W01,97,38,135,3908,3186,567,-19.29926786,0.063380952,2,2327
2012-01-15,2012 W02,104,31,135,3817,2911,536,-21.01478571,0.046440476,2,2118
2012-01-22,2012 W03,141,43,184,3788,3360,578,-26.34549405,0.042678571,2,2056
2012-01-29,2012 W04,154,80,234,3599,3120,578,-19.52906548,0.07489881,2,2032
2012-02-05,2012 W05,157,108,265,3497,2919,574,-17.00638095,0.033440476,2,2060
2012-02-12,2012 W06,228,157,385,3906,3251,612,-19.18377381,0.022755952,2,2248
2012-02-19,2012 W07,315,218,533,3899,3091,556,-15.47302976,0.030916667,2,2583
2012-02-26,2012 W08,466,412,878,4936,3595,651,-18.08980357,0.047988095,2,2589
2012-03-04,2012 W09,526,558,1084,5123,3845,571,-20.69667262,0.03939881,2,2698
2012-03-11,2012 W10,533,699,1232,5255,3836,430,-17.60407738,0.058619048,2,2495
2012-03-18,2012 W11,525,801,1326,5427,3908,384,-11.95886905,0.070910714,2,2202
2012-03-25,2012 W12,438,570,1008,4968,3562,317,-11.74017262,0.058261905,1,1860
2012-04-01,2012 W13,325,461,786,4144,2953,276,-8.97939881,0.057910714,1,1742
2012-04-08,2012 W14,319,545,864,4529,3362,244,-6.388952381,0.05060119,1,1757
2012-04-15,2012 W15,275,465,740,4238,3058,232,-6.195821429,0.038761905,1,1583
2012-04-22,2012 W16,173,354,527,3588,2668,169,-5.298142857,0.053511905,1,1354
2012-04-29,2012 W17,155,285,440,3279,2509,110,-3.105190476,0.09664881,1,1358
2012-05-06,2012 W18,113,193,306,3134,2472,108,0.086166667,0.071821429,1,1172
2012-05-13,2012 W19,95,146,241,2610,2039,85,2.680904762,0.079291667,1,1057
2012-05-20,2012 W20,41,110,151,2144,1676,68,3.50322619,0.075916667,1,1013
2012-05-27,2012 W21,47,76,123,1916,1670,58,5.430208333,0.094166667,1,851
2012-06-03,2012 W22,20,28,48,1552,1527,51,7.540386905,0.091267857,1,879
2012-06-10,2012 W23,11,19,30,1530,1405,40,9.994875,0.110327381,1,819
2012-06-17,2012 W24,18,6,24,1323,1323,32,9.765422619,0.13885119,1,799
2012-06-24,2012 W25,10,9,19,1262,1219,29,12.03885119,0.107255952,1,722
2012-07-01,2012 W26,2,5,7,1166,1156,20,13.31214286,0.114714286,1,745
2012-07-08,2012 W27,5,2,7,1115,1082,14,14.30717857,0.107672619,1,764
2012-07-15,2012 W28,8,2,10,1135,1080,12,15.30808929,0.094119048,1,679
2012-07-22,2012 W29,4,1,5,1127,1077,10,14.52564286,0.109714286,1,619
2012-07-29,2012 W30,5,1,6,1108,1028,7,13.90220833,0.101267857,1,583
2012-08-05,2012 W31,2,1,3,1003,978,6,13.65052381,0.12372619,1,653
2012-08-12,2012 W32,1,1,2,1168,1075,8,13.46989881,0.098470238,1,684
2012-08-19,2012 W33,3,1,4,1136,1076,13,12.07423214,0.106041667,1,726
2012-08-26,2012 W34,8,1,9,1160,1121,19,12.5558869,0.087428571,1,819
2012-09-02,2012 W35,6,2,8,1140,1122,8,10.95867262,0.104089286,1,884
2012-09-09,2012 W36,2,0,2,1275,1219,12,9.408428571,0.105404762,1,1047
2012-09-16,2012 W37,5,0,5,1463,1422,15,6.43447619,0.092964286,1,1393
2012-09-23,2012 W38,4,1,5,1575,1453,18,6.289107143,0.090857143,2,1699
2012-09-30,2012 W39,7,0,7,1779,1675,30,5.675482143,0.060440476,2,1789
2012-10-07,2012 W40,20,1,21,1850,1770,34,2.252154762,0.090386905,3,1861
2012-10-14,2012 W41,18,0,18,1914,1839,33,-1.845809524,0.090005952,4,1946
2012-10-21,2012 W42,23,3,26,2018,1929,39,-1.992160714,0.113535714,5,1909
2012-10-28,2012 W43,58,6,64,2335,2181,56,-6.421666667,0.0745,5,2013
2012-11-04,2012 W44,106,9,115,2499,2119,79,-8.328994048,0.096827381,4,2091
2012-11-11,2012 W45,140,9,149,2578,2177,114,-11.42097024,0.065934524,4,2247
2012-11-18,2012 W46,279,6,285,2983,2354,134,-12.71064286,0.058136905,3,2401
2012-11-25,2012 W47,418,13,431,3602,2811,191,-14.75046429,0.067928571,3,2719
2012-12-02,2012 W48,823,34,857,4626,3487,322,-19.18891667,0.052440476,3,3262
2012-12-09,2012 W49,1484,51,1535,6245,4371,397,-18.4627381,0.070208333,3,4003
2012-12-16,2012 W50,2507,57,2564,8701,5753,545,-20.49717262,0.05360119,4,4934
2012-12-23,2012 W51,3080,61,3141,8983,5921,689,-18.9943631,0.060065476,5,6425
2012-12-30,2012 W52,3818,76,3894,12032,7343,837,-20.91064286,0.032779762,5,7496
2013-01-06,2013 W01,3657,85,3742,12162,7643,864,-20.14127381,0.034744048,8,7698
2013-01-13,2013 W02,2711,59,2770,10443,6847,824,-20.94224405,0.051089286,7,6803
2013-01-20,2013 W03,1886,70,1956,8644,6954,967,-23.52971429,0.051767857,4,4778
2013-01-27,2013 W04,1735,96,1831,7528,5902,1067,-24.3158869,0.036690476,3,3939
2013-02-03,2013 W05,993,117,1110,6311,4960,1003,-23.61004167,0.062125,3,3230
2013-02-10,2013 W06,778,120,898,5980,5019,1014,-22.07628571,0.04197619,2,2768
2013-02-17,2013 W07,440,192,632,5213,4422,943,-17.21608333,0.044696429,2,2597
2013-02-24,2013 W08,489,286,775,5307,4574,828,-18.69934524,0.050738095,2,2306
2013-03-03,2013 W09,350,291,641,4895,4157,733,-15.70404167,0.045696429,2,2068
2013-03-10,2013 W10,220,288,508,4336,3672,613,-15.39089881,0.032767857,2,1901
2013-03-17,2013 W11,170,322,492,3995,3653,521,-17.64818452,0.067261905,2,1833
2013-03-24,2013 W12,106,299,405,3430,2885,340,-13.87334524,0.047738095,2,1642
2013-03-31,2013 W13,117,318,435,3821,3192,354,-8.946702381,0.024279762,2,1754
2013-04-07,2013 W14,78,367,445,3715,3107,279,-11.14875595,0.056357143,2,1603
2013-04-14,2013 W15,44,354,398,3553,2864,183,-7.548267857,0.052053571,2,1458
2013-04-21,2013 W16,67,308,375,3360,2778,171,-8.097327381,0.076303571,2,1379
2013-04-28,2013 W17,40,277,317,3172,2571,119,-5.165482143,0.072946429,1,1265
2013-05-05,2013 W18,30,194,224,2664,2263,74,-2.721303571,0.074928571,1,1133
2013-05-12,2013 W19,31,120,151,2382,2089,49,-0.239279762,0.060345238,1,1046
2013-05-19,2013 W20,11,64,75,1902,1726,47,2.930708333,0.073434524,1,1002
2013-05-26,2013 W21,14,54,68,1976,1834,29,4.574511905,0.093482143,1,986
2013-06-02,2013 W22,9,26,35,1738,1625,26,7.30960119,0.108994048,1,872
2013-06-09,2013 W23,4,16,20,1624,1594,21,8.221333333,0.089803571,1,835
2013-06-16,2013 W24,6,6,12,1518,1550,18,10.05929762,0.101875,1,831
2013-06-23,2013 W25,7,3,10,1395,1377,15,11.24426786,0.093160714,1,821
2013-06-30,2013 W26,8,1,9,1216,1208,4,13.18920833,0.110988095,1,839
2013-07-07,2013 W27,9,0,9,1444,1420,10,13.441625,0.100833333,1,715
2013-07-14,2013 W28,8,2,10,1269,1253,6,12.33219643,0.122119048,1,710
2013-07-21,2013 W29,1,1,2,1129,1145,11,12.72547024,0.112970238,1,690
2013-07-28,2013 W30,1,0,1,1195,1176,7,12.252875,0.118410714,1,635
2013-08-04,2013 W31,4,0,4,1052,994,3,12.797,0.103125,1,707
2013-08-11,2013 W32,5,1,6,1087,1136,8,13.25863095,0.080922619,1,698
2013-08-18,2013 W33,1,1,2,1036,1049,5,13.054125,0.083172619,1,627
2013-08-25,2013 W34,6,1,7,1146,1138,6,10.78650595,0.118803571,1,660
2013-09-01,2013 W35,2,1,3,1044,1084,9,9.64585119,0.09752381,1,780
2013-09-08,2013 W36,2,2,4,1249,1279,18,8.79427381,0.09560119,1,1016
2013-09-15,2013 W37,3,0,3,1495,1507,6,7.176952381,0.084958333,1,1328
2013-09-22,2013 W38,3,0,3,1714,1723,13,4.30560119,0.11302381,2,1598
2013-09-29,2013 W39,4,2,6,1847,1834,8,5.067303571,0.097958333,2,1546
2013-10-06,2013 W40,5,2,7,1934,1914,18,1.959470238,0.080541667,2,1585
2013-10-13,2013 W41,3,0,3,1803,1780,16,0.619178571,0.084732143,3,1632
2013-10-20,2013 W42,13,8,21,2049,2011,22,-0.003666667,0.064696429,5,1849
2013-10-27,2013 W43,25,4,29,2534,2467,34,-3.413386905,0.064732143,5,1968
2013-11-03,2013 W44,36,6,42,2619,2449,30,-6.716416667,0.063517857,5,2031
2013-11-10,2013 W45,53,11,64,2562,2402,58,-10.63630357,0.059625,4,2130
2013-11-17,2013 W46,54,11,65,2889,2559,67,-11.85311905,0.061297619,3,2137
2013-11-24,2013 W47,101,12,113,3090,2683,108,-17.55388095,0.080047619,3,2154
2013-12-01,2013 W48,197,14,211,3369,2934,174,-17.133875,0.062339286,3,2354
2013-12-08,2013 W49,364,26,390,3816,3390,258,-19.80492857,0.049059524,3,2897
2013-12-15,2013 W50,679,33,712,4345,3624,306,-23.88373214,0.05985119,3,3745
2013-12-22,2013 W51,1163,38,1201,5083,4272,363,-24.88282143,0.048571429,4,4946
2013-12-29,2013 W52,2061,117,2178,8307,6504,649,-23.9085,0.058321429,8,5706
2014-01-05,2014 W01,2853,186,3039,11660,8512,685,-27.77454167,0.048619048,100,5766
2014-01-12,2014 W02,2966,143,3109,11441,8643,590,-21.51227976,0.084434524,48,5838
2014-01-19,2014 W03,2401,168,2569,10933,7721,665,-18.22639286,0.064672619,28,4830
2014-01-26,2014 W04,1957,208,2165,10019,7037,714,-21.68352976,0.039803571,23,4049
2014-02-02,2014 W05,1534,230,1764,9091,6762,754,-21.0334881,0.028553571,19,3729
2014-02-09,2014 W06,1067,244,1311,7786,5769,692,-22.51805357,0.015678571,17,3438
2014-02-16,2014 W07,704,291,995,7104,5259,692,-24.01720833,0.050964286,16,2999
2014-02-23,2014 W08,527,315,842,6518,4863,644,-20.02224405,0.052047619,15,2861
2014-03-02,2014 W09,376,367,743,6024,4722,639,-24.96284524,0.016357143,16,2637
2014-03-09,2014 W10,265,492,757,5650,4416,592,-20.6674881,0.042071429,14,2461
2014-03-16,2014 W11,159,467,626,5144,4166,571,-16.45991071,0.047613095,14,2328
2014-03-23,2014 W12,144,552,696,5000,4031,441,-15.3922381,0.03939881,13,2241
2014-03-30,2014 W13,115,523,638,5462,4064,413,-16.12433929,0.037238095,12,2144
2014-04-06,2014 W14,92,646,738,4830,4042,383,-12.18124405,0.051791667,12,2120
2014-04-13,2014 W15,58,560,618,3974,3474,278,-9.874178571,0.063654762,11,1957
2014-04-20,2014 W16,73,507,580,4328,3654,254,-7.270922619,0.057982143,12,1959
2014-04-27,2014 W17,33,407,440,3899,3238,222,-4.082696429,0.06622619,10,1699
2014-05-04,2014 W18,32,364,396,3658,3196,165,-1.499107143,0.063244048,9,1571
2014-05-11,2014 W19,53,257,310,3300,2981,131,0.249029762,0.064511905,9,1481
2014-05-18,2014 W20,38,165,203,2615,2363,104,2.76552381,0.079160714,7,1448
2014-05-25,2014 W21,36,105,141,2507,2464,73,5.26864881,0.100565476,7,1218
2014-06-01,2014 W22,16,44,60,2038,2028,46,7.550410714,0.095755952,7,1101
2014-06-08,2014 W23,18,36,54,2003,1938,41,7.19922619,0.11175,6,1013
2014-06-15,2014 W24,9,27,36,1842,1815,36,9.131535714,0.119154762,6,953
2014-06-22,2014 W25,15,15,30,1767,1741,17,11.03682738,0.106916667,6,916
2014-06-29,2014 W26,10,11,21,1569,1530,17,13.29768452,0.104732143,6,901
2014-07-06,2014 W27,10,4,14,1861,1533,17,13.52429762,0.125119048,5,772
2014-07-13,2014 W28,12,6,18,1504,1474,11,12.93416667,0.110089286,6,822
2014-07-20,2014 W29,6,1,7,1239,1209,13,13.98354167,0.105636905,6,743
2014-07-27,2014 W30,5,3,8,1457,1467,5,13.7877381,0.110583333,6,754
2014-08-03,2014 W31,2,2,4,1213,1097,3,13.95179762,0.092767857,6,757
2014-08-10,2014 W32,8,0,8,1273,1267,5,13.15255952,0.09339881,6,830
2014-08-17,2014 W33,8,3,11,1261,1280,8,12.93427381,0.113583333,5,791
2014-08-24,2014 W34,2,3,5,1311,1327,5,11.23072619,0.094285714,6,858
2014-08-31,2014 W35,3,1,4,1323,1334,3,10.07338095,0.104089286,7,915
2014-09-07,2014 W36,13,2,15,2020,1919,9,7.898458333,0.117065476,9,1208
2014-09-14,2014 W37,14,5,19,2458,2451,9,4.267059524,0.079470238,13,1648
2014-09-21,2014 W38,23,3,26,2961,2724,20,4.470678571,0.088017857,12,1750
2014-09-28,2014 W39,29,2,31,2868,2791,12,4.720505952,0.096017857,17,1809
2014-10-05,2014 W40,31,8,39,2963,2902,42,0.536541667,0.111166667,22,2004
2014-10-12,2014 W41,40,12,52,2648,2475,29,0.206625,0.089529762,30,2243
2014-10-19,2014 W42,45,6,51,3354,3219,67,-0.994666667,0.116815476,43,2269
2014-10-26,2014 W43,50,10,60,2994,2870,85,-3.357690476,0.089327381,35,2271
2014-11-02,2014 W44,90,9,99,3117,2908,109,-6.04925,0.084952381,34,2554
2014-11-09,2014 W45,137,7,144,3176,2810,178,-9.684077381,0.096416667,26,2505
2014-11-16,2014 W46,297,9,306,3587,3167,193,-14.62049405,0.03047619,25,2548
2014-11-23,2014 W47,623,24,647,4465,3910,311,-15.08740476,0.055660714,20,2578
2014-11-30,2014 W48,987,35,1022,5319,4295,369,-20.1278631,0.076696429,24,2892
2014-12-07,2014 W49,1700,39,1739,6435,4854,468,-20.83204167,0.041785714,23,3725
2014-12-14,2014 W50,2842,56,2898,9963,7104,668,-15.2726369,0.078285714,25,4856
2014-12-21,2014 W51,3101,52,3153,9129,5731,547,-16.73863095,0.039791667,27,6266
2014-12-28,2014 W52,4331,102,4433,14004,8457,848,-17.66932143,0.068613095,35,7362